LEA.TYPE,COUNTY,REGION,TOTAL.HOMELESS,YEAR
SCHOOL DISTRICT,LEWIS,North Country,38,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,0,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,5,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,8,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,14,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,16,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,17,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,21,2013
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,33,2013
SCHOOL DISTRICT,MADISON,Central,7,2013
SCHOOL DISTRICT,MADISON,Central,7,2013
SCHOOL DISTRICT,MADISON,Central,12,2013
SCHOOL DISTRICT,MADISON,Central,14,2013
SCHOOL DISTRICT,MADISON,Central,49,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,5,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,13,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,14,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,16,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,17,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,25,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,25,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,27,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,32,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,36,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,38,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,41,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,45,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,58,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,58,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,90,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,240,2013
SCHOOL DISTRICT,MONROE,Finger Lakes,2049,2013
SCHOOL DISTRICT,MONTGOMERY,Mohawk,0,2013
SCHOOL DISTRICT,MONTGOMERY,Mohawk,13,2013
SCHOOL DISTRICT,MONTGOMERY,Mohawk,26,2013
SCHOOL DISTRICT,MONTGOMERY,Mohawk,46,2013
SCHOOL DISTRICT,MONTGOMERY,Mohawk,82,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,0,2013
SCHOOL DISTRICT,NASSAU,Long Island,5,2013
SCHOOL DISTRICT,NASSAU,Long Island,5,2013
SCHOOL DISTRICT,NASSAU,Long Island,6,2013
SCHOOL DISTRICT,NASSAU,Long Island,6,2013
SCHOOL DISTRICT,NASSAU,Long Island,7,2013
SCHOOL DISTRICT,NASSAU,Long Island,7,2013
SCHOOL DISTRICT,NASSAU,Long Island,8,2013
SCHOOL DISTRICT,NASSAU,Long Island,9,2013
SCHOOL DISTRICT,NASSAU,Long Island,9,2013
SCHOOL DISTRICT,NASSAU,Long Island,9,2013
SCHOOL DISTRICT,NASSAU,Long Island,9,2013
SCHOOL DISTRICT,NASSAU,Long Island,11,2013
SCHOOL DISTRICT,NASSAU,Long Island,11,2013
SCHOOL DISTRICT,NASSAU,Long Island,12,2013
SCHOOL DISTRICT,NASSAU,Long Island,13,2013
SCHOOL DISTRICT,NASSAU,Long Island,14,2013
SCHOOL DISTRICT,NASSAU,Long Island,16,2013
SCHOOL DISTRICT,NASSAU,Long Island,16,2013
SCHOOL DISTRICT,NASSAU,Long Island,16,2013
SCHOOL DISTRICT,NASSAU,Long Island,17,2013
SCHOOL DISTRICT,NASSAU,Long Island,18,2013
SCHOOL DISTRICT,NASSAU,Long Island,19,2013
SCHOOL DISTRICT,NASSAU,Long Island,22,2013
SCHOOL DISTRICT,NASSAU,Long Island,27,2013
SCHOOL DISTRICT,NASSAU,Long Island,32,2013
SCHOOL DISTRICT,NASSAU,Long Island,35,2013
SCHOOL DISTRICT,NASSAU,Long Island,39,2013
SCHOOL DISTRICT,NASSAU,Long Island,39,2013
SCHOOL DISTRICT,NASSAU,Long Island,42,2013
SCHOOL DISTRICT,NASSAU,Long Island,45,2013
SCHOOL DISTRICT,NASSAU,Long Island,51,2013
SCHOOL DISTRICT,NASSAU,Long Island,61,2013
SCHOOL DISTRICT,NASSAU,Long Island,65,2013
SCHOOL DISTRICT,NASSAU,Long Island,70,2013
SCHOOL DISTRICT,NASSAU,Long Island,72,2013
SCHOOL DISTRICT,NASSAU,Long Island,74,2013
SCHOOL DISTRICT,NASSAU,Long Island,84,2013
SCHOOL DISTRICT,NASSAU,Long Island,96,2013
SCHOOL DISTRICT,NASSAU,Long Island,122,2013
SCHOOL DISTRICT,NASSAU,Long Island,290,2013
SCHOOL DISTRICT,NASSAU,Long Island,1102,2013
SCHOOL DISTRICT,NIAGARA,Western,0,2013
SCHOOL DISTRICT,NIAGARA,Western,0,2013
SCHOOL DISTRICT,NIAGARA,Western,7,2013
SCHOOL DISTRICT,NIAGARA,Western,11,2013
SCHOOL DISTRICT,NIAGARA,Western,18,2013
SCHOOL DISTRICT,NIAGARA,Western,59,2013
SCHOOL DISTRICT,NIAGARA,Western,62,2013
SCHOOL DISTRICT,NIAGARA,Western,88,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,0,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,0,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,0,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,5,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,5,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,5,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,5,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,16,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,27,2013
SCHOOL DISTRICT,ONEIDA,Mohawk,121,2013
SCHOOL DISTRICT,ONONDAGA,Central,13,2013
SCHOOL DISTRICT,ONONDAGA,Central,13,2013
SCHOOL DISTRICT,ONONDAGA,Central,23,2013
SCHOOL DISTRICT,ONONDAGA,Central,29,2013
SCHOOL DISTRICT,ONONDAGA,Central,30,2013
SCHOOL DISTRICT,ONONDAGA,Central,44,2013
SCHOOL DISTRICT,ONONDAGA,Central,46,2013
SCHOOL DISTRICT,ONONDAGA,Central,115,2013
SCHOOL DISTRICT,ONONDAGA,Central,136,2013
SCHOOL DISTRICT,ONONDAGA,Central,1500,2013
SCHOOL DISTRICT,ONTARIO,Finger Lakes,7,2013
SCHOOL DISTRICT,ONTARIO,Finger Lakes,7,2013
SCHOOL DISTRICT,ONTARIO,Finger Lakes,12,2013
SCHOOL DISTRICT,ONTARIO,Finger Lakes,23,2013
SCHOOL DISTRICT,ONTARIO,Finger Lakes,31,2013
SCHOOL DISTRICT,ONTARIO,Finger Lakes,55,2013
SCHOOL DISTRICT,ONTARIO,Finger Lakes,159,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,0,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,9,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,17,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,17,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,17,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,19,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,31,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,43,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,55,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,58,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,98,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,153,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,159,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,171,2013
SCHOOL DISTRICT,ORANGE,Hudson Valley,744,2013
SCHOOL DISTRICT,ORLEANS,Finger Lakes,0,2013
SCHOOL DISTRICT,ORLEANS,Finger Lakes,11,2013
SCHOOL DISTRICT,ORLEANS,Finger Lakes,12,2013
SCHOOL DISTRICT,ORLEANS,Finger Lakes,25,2013
SCHOOL DISTRICT,ORLEANS,Finger Lakes,27,2013
SCHOOL DISTRICT,OSWEGO,Central,13,2013
SCHOOL DISTRICT,OSWEGO,Central,62,2013
SCHOOL DISTRICT,OSWEGO,Central,77,2013
SCHOOL DISTRICT,OSWEGO,Central,109,2013
SCHOOL DISTRICT,OSWEGO,Central,114,2013
SCHOOL DISTRICT,OSWEGO,Central,177,2013
SCHOOL DISTRICT,OSWEGO,Central,193,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,0,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,0,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,6,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,7,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,7,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,13,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,17,2013
SCHOOL DISTRICT,OTSEGO,Mohawk,31,2013
SCHOOL DISTRICT,PUTNAM,Hudson Valley,0,2013
SCHOOL DISTRICT,PUTNAM,Hudson Valley,0,2013
SCHOOL DISTRICT,PUTNAM,Hudson Valley,14,2013
SCHOOL DISTRICT,PUTNAM,Hudson Valley,15,2013
SCHOOL DISTRICT,PUTNAM,Hudson Valley,28,2013
SCHOOL DISTRICT,PUTNAM,Hudson Valley,98,2013
SCHOOL DISTRICT,RENSSELAER,Capital,0,2013
SCHOOL DISTRICT,RENSSELAER,Capital,0,2013
SCHOOL DISTRICT,RENSSELAER,Capital,8,2013
SCHOOL DISTRICT,RENSSELAER,Capital,16,2013
SCHOOL DISTRICT,RENSSELAER,Capital,19,2013
SCHOOL DISTRICT,RENSSELAER,Capital,34,2013
SCHOOL DISTRICT,RENSSELAER,Capital,35,2013
SCHOOL DISTRICT,RENSSELAER,Capital,46,2013
SCHOOL DISTRICT,RENSSELAER,Capital,80,2013
SCHOOL DISTRICT,RENSSELAER,Capital,211,2013
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,17,2013
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,27,2013
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,49,2013
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,52,2013
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,61,2013
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,461,2013
SCHOOL DISTRICT,SARATOGA,Capital,0,2013
SCHOOL DISTRICT,SARATOGA,Capital,20,2013
SCHOOL DISTRICT,SARATOGA,Capital,20,2013
SCHOOL DISTRICT,SARATOGA,Capital,24,2013
SCHOOL DISTRICT,SARATOGA,Capital,25,2013
SCHOOL DISTRICT,SARATOGA,Capital,29,2013
SCHOOL DISTRICT,SARATOGA,Capital,40,2013
SCHOOL DISTRICT,SARATOGA,Capital,60,2013
SCHOOL DISTRICT,SARATOGA,Capital,144,2013
SCHOOL DISTRICT,SARATOGA,Capital,152,2013
SCHOOL DISTRICT,SCHENECTADY,Capital,12,2013
SCHOOL DISTRICT,SCHENECTADY,Capital,16,2013
SCHOOL DISTRICT,SCHENECTADY,Capital,51,2013
SCHOOL DISTRICT,SCHENECTADY,Capital,122,2013
SCHOOL DISTRICT,SCHOHARIE,Mohawk,0,2013
SCHOOL DISTRICT,SCHOHARIE,Mohawk,0,2013
SCHOOL DISTRICT,SCHOHARIE,Mohawk,5,2013
SCHOOL DISTRICT,SCHOHARIE,Mohawk,9,2013
SCHOOL DISTRICT,SCHOHARIE,Mohawk,31,2013
SCHOOL DISTRICT,SCHOHARIE,Mohawk,43,2013
SCHOOL DISTRICT,SCHUYLER,Southern Tier,6,2013
SCHOOL DISTRICT,SCHUYLER,Southern Tier,24,2013
SCHOOL DISTRICT,SENECA,Finger Lakes,0,2013
SCHOOL DISTRICT,SENECA,Finger Lakes,7,2013
SCHOOL DISTRICT,SENECA,Finger Lakes,10,2013
SCHOOL DISTRICT,SENECA,Finger Lakes,112,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,0,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,0,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,5,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,6,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,7,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,8,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,14,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,27,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,45,2013
SCHOOL DISTRICT,STEUBEN,Southern Tier,79,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,5,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,6,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,7,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,7,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,9,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,12,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,12,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,13,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,14,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,14,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,15,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,16,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,19,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,19,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,22,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,22,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,23,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,25,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,26,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,26,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,30,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,30,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,33,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,39,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,42,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,43,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,53,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,64,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,69,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,74,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,77,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,99,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,104,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,118,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,125,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,126,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,146,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,151,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,183,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,200,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,201,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,207,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,214,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,216,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,274,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,285,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,620,2013
SCHOOL DISTRICT,SUFFOLK,Long Island,636,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,0,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,6,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,13,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,15,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,24,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,60,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,89,2013
SCHOOL DISTRICT,SULLIVAN,Hudson Valley,161,2013
SCHOOL DISTRICT,TIOGA,Southern Tier,0,2013
SCHOOL DISTRICT,TIOGA,Southern Tier,10,2013
SCHOOL DISTRICT,TIOGA,Southern Tier,43,2013
SCHOOL DISTRICT,TOMPKINS,Southern Tier,0,2013
SCHOOL DISTRICT,TOMPKINS,Southern Tier,10,2013
SCHOOL DISTRICT,TOMPKINS,Southern Tier,17,2013
SCHOOL DISTRICT,TOMPKINS,Southern Tier,18,2013
SCHOOL DISTRICT,TOMPKINS,Southern Tier,20,2013
SCHOOL DISTRICT,TOMPKINS,Southern Tier,21,2013
SCHOOL DISTRICT,TOMPKINS,Southern Tier,42,2013
SCHOOL DISTRICT,ULSTER,Hudson Valley,19,2013
SCHOOL DISTRICT,ULSTER,Hudson Valley,24,2013
SCHOOL DISTRICT,ULSTER,Hudson Valley,38,2013
SCHOOL DISTRICT,ULSTER,Hudson Valley,56,2013
SCHOOL DISTRICT,ULSTER,Hudson Valley,65,2013
SCHOOL DISTRICT,ULSTER,Hudson Valley,101,2013
SCHOOL DISTRICT,ULSTER,Hudson Valley,227,2013
SCHOOL DISTRICT,WARREN,Capital,0,2013
SCHOOL DISTRICT,WARREN,Capital,14,2013
SCHOOL DISTRICT,WARREN,Capital,16,2013
SCHOOL DISTRICT,WARREN,Capital,22,2013
SCHOOL DISTRICT,WARREN,Capital,25,2013
SCHOOL DISTRICT,WARREN,Capital,52,2013
SCHOOL DISTRICT,WARREN,Capital,54,2013
SCHOOL DISTRICT,WASHINGTON,Capital,0,2013
SCHOOL DISTRICT,WASHINGTON,Capital,0,2013
SCHOOL DISTRICT,WASHINGTON,Capital,5,2013
SCHOOL DISTRICT,WASHINGTON,Capital,14,2013
SCHOOL DISTRICT,WASHINGTON,Capital,14,2013
SCHOOL DISTRICT,WASHINGTON,Capital,21,2013
SCHOOL DISTRICT,WASHINGTON,Capital,30,2013
SCHOOL DISTRICT,WASHINGTON,Capital,47,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,6,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,12,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,14,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,28,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,33,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,35,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,48,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,51,2013
SCHOOL DISTRICT,WAYNE,Finger Lakes,67,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,0,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,6,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,6,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,7,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,9,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,9,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,11,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,12,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,13,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,19,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,34,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,50,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,52,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,67,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,125,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,137,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,167,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,223,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,250,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,282,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,571,2013
SCHOOL DISTRICT,WESTCHESTER,Hudson Valley,581,2013
SCHOOL DISTRICT,WYOMING,Finger Lakes,10,2013
SCHOOL DISTRICT,WYOMING,Finger Lakes,22,2013
SCHOOL DISTRICT,WYOMING,Finger Lakes,27,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,0,2013
CHARTER SCHOOL,ALBANY,Capital,24,2013
CHARTER SCHOOL,ERIE,Western,0,2013
CHARTER SCHOOL,ERIE,Western,0,2013
CHARTER SCHOOL,ERIE,Western,0,2013
CHARTER SCHOOL,ERIE,Western,0,2013
CHARTER SCHOOL,ERIE,Western,0,2013
CHARTER SCHOOL,ERIE,Western,0,2013
CHARTER SCHOOL,ERIE,Western,5,2013
CHARTER SCHOOL,ERIE,Western,8,2013
CHARTER SCHOOL,ERIE,Western,9,2013
CHARTER SCHOOL,ERIE,Western,13,2013
CHARTER SCHOOL,ERIE,Western,29,2013
CHARTER SCHOOL,ERIE,Western,33,2013
CHARTER SCHOOL,MONROE,Finger Lakes,0,2013
CHARTER SCHOOL,MONROE,Finger Lakes,0,2013
CHARTER SCHOOL,MONROE,Finger Lakes,0,2013
CHARTER SCHOOL,MONROE,Finger Lakes,0,2013
CHARTER SCHOOL,MONROE,Finger Lakes,0,2013
CHARTER SCHOOL,MONROE,Finger Lakes,0,2013
CHARTER SCHOOL,MONROE,Finger Lakes,0,2013
CHARTER SCHOOL,MONROE,Finger Lakes,7,2013
CHARTER SCHOOL,NASSAU,Long Island,0,2013
CHARTER SCHOOL,NIAGARA,Western,0,2013
CHARTER SCHOOL,ONEIDA,Mohawk,0,2013
CHARTER SCHOOL,ONONDAGA,Central,14,2013
CHARTER SCHOOL,RENSSELAER,Capital,0,2013
CHARTER SCHOOL,RENSSELAER,Capital,22,2013
CHARTER SCHOOL,SUFFOLK,Long Island,0,2013
CHARTER SCHOOL,TOMPKINS,Southern Tier,20,2013
CHARTER SCHOOL,WESTCHESTER,Hudson Valley,6,2013
NYC,NEW YORK,New York City,1427,2013
NYC,NEW YORK,New York City,3441,2013
NYC,NEW YORK,New York City,1759,2013
NYC,NEW YORK,New York City,2014,2013
NYC,NEW YORK,New York City,2222,2013
NYC,NEW YORK,New York City,3313,2013
NYC,BRONX,New York City,3005,2013
NYC,BRONX,New York City,4074,2013
NYC,BRONX,New York City,7231,2013
NYC,BRONX,New York City,8807,2013
NYC,BRONX,New York City,3793,2013
NYC,BRONX,New York City,3926,2013
NYC,KINGS,New York City,1520,2013
NYC,KINGS,New York City,1487,2013
NYC,KINGS,New York City,1470,2013
NYC,KINGS,New York City,1539,2013
NYC,KINGS,New York City,2904,2013
NYC,KINGS,New York City,1274,2013
NYC,KINGS,New York City,3105,2013
NYC,KINGS,New York City,2418,2013
NYC,KINGS,New York City,1639,2013
NYC,KINGS,New York City,2003,2013
NYC,KINGS,New York City,1819,2013
NYC,QUEENS,New York City,2855,2013
NYC,QUEENS,New York City,1179,2013
NYC,QUEENS,New York City,637,2013
NYC,QUEENS,New York City,2493,2013
NYC,QUEENS,New York City,1780,2013
NYC,QUEENS,New York City,2024,2013
NYC,QUEENS,New York City,2224,2013
NYC,RICHMOND,New York City,2396,2013
NYC,KINGS,New York City,1635,2013
CHARTER SCHOOL,BRONX,New York City,22,2013
CHARTER SCHOOL,QUEENS,New York City,18,2013
CHARTER SCHOOL,KINGS,New York City,16,2013
CHARTER SCHOOL,KINGS,New York City,8,2013
CHARTER SCHOOL,KINGS,New York City,19,2013
CHARTER SCHOOL,KINGS,New York City,29,2013
CHARTER SCHOOL,KINGS,New York City,26,2013
CHARTER SCHOOL,KINGS,New York City,21,2013
CHARTER SCHOOL,KINGS,New York City,37,2013
CHARTER SCHOOL,NEW YORK,New York City,27,2013
CHARTER SCHOOL,KINGS,New York City,19,2013
CHARTER SCHOOL,KINGS,New York City,30,2013
CHARTER SCHOOL,KINGS,New York City,12,2013
CHARTER SCHOOL,KINGS,New York City,18,2013
CHARTER SCHOOL,BRONX,New York City,16,2013
CHARTER SCHOOL,BRONX,New York City,28,2013
CHARTER SCHOOL,BRONX,New York City,9,2013
CHARTER SCHOOL,BRONX,New York City,11,2013
CHARTER SCHOOL,BRONX,New York City,26,2013
CHARTER SCHOOL,BRONX,New York City,33,2013
CHARTER SCHOOL,BRONX,New York City,18,2013
CHARTER SCHOOL,BRONX,New York City,26,2013
CHARTER SCHOOL,BRONX,New York City,21,2013
CHARTER SCHOOL,BRONX,New York City,15,2013
CHARTER SCHOOL,BRONX,New York City,26,2013
CHARTER SCHOOL,BRONX,New York City,18,2013
CHARTER SCHOOL,KINGS,New York City,13,2013
CHARTER SCHOOL,KINGS,New York City,22,2013
CHARTER SCHOOL,KINGS,New York City,19,2013
CHARTER SCHOOL,NEW YORK,New York City,10,2013
CHARTER SCHOOL,KINGS,New York City,23,2013
CHARTER SCHOOL,KINGS,New York City,7,2013
CHARTER SCHOOL,KINGS,New York City,21,2013
CHARTER SCHOOL,KINGS,New York City,23,2013
CHARTER SCHOOL,KINGS,New York City,11,2013
CHARTER SCHOOL,KINGS,New York City,14,2013
